seed,scenario,level,label_amplitude,epsilon,method,alpha,kappa_x,kappa_y,scale,rmse_all,rmse_plausible,mae_plausible,r2_plausible,median_relative_error_plausible,prediction_drift_rmse,prediction_drift_p95,coefficient_drift_l2,mean_geom_weight,fraction_geom_clipped,mean_resid_weight,fraction_resid_clipped,mean_corrupt_geom_weight,mean_corrupt_resid_weight,mean_corrupt_combined_weight,irls_iterations,delta_rmse_plausible,delta_rmse_all
1101,leverage_amplitude,50.0,,0.05,geometry,0.001,3.273533633738855,2.0,0.18495611805939283,0.2952131697272097,0.2952131697272097,0.2014139880122618,0.6773877109894845,0.1462760048741013,0.07268089463508573,0.14160159294646402,0.7570292197534856,0.9742679064885752,0.08179916317991631,1.0,0.0,0.004273402494875045,1.0,0.004273402494875045,1,0.0098984321399338,0.0098984321399338
1101,leverage_amplitude,50.0,,0.05,bgr,0.001,3.273533633738855,2.0,0.18495611805939283,0.2856338620205225,0.2856338620205225,0.19090482336301884,0.6979847764453466,0.13555893006605468,0.012937474186890488,0.021952322499879884,0.19415406890758577,0.9742679064885752,0.08179916317991631,0.9806486294222979,0.046443514644351466,0.004273402494875045,0.4065540004773715,0.0017332490228159703,9,-0.0008708796470820457,-0.0008708796470820457
1101,mixed_amplitude,50.0,4.0,0.05,ridge,0.001,3.273533633738855,2.0,0.18495611805939283,0.4714107419250111,0.4714107419250111,0.36412244080240597,0.1773626953877997,0.29953585233302393,0.36351617991406115,0.7543287838681856,3.9270578624480246,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.1872074772274745,0.1872074772274745
1101,mixed_amplitude,50.0,4.0,0.05,huber,0.001,3.273533633738855,2.0,0.18495611805939283,0.37292418059143645,0.37292418059143645,0.276583715192329,0.485185774224865,0.21483046413473839,0.23803907675457966,0.45162079968418833,2.3575985535154147,1.0,0.0,0.96733617169432,0.09142259414225941,1.0,0.3695436451688523,0.3695436451688523,12,0.08764151889507826,0.08764151889507826
1101,mixed_amplitude,50.0,4.0,0.05,geometry,0.001,3.273533633738855,2.0,0.18495611805939283,0.2951226844498565,0.2951226844498565,0.201230640413164,0.6775854473488256,0.14447313312501808,0.07241181881098602,0.14035460099350683,0.7531500018857655,0.9742679064885752,0.08179916317991631,1.0,0.0,0.004273402494875045,1.0,0.004273402494875045,1,0.00980794686258063,0.00980794686258063
1101,mixed_amplitude,50.0,4.0,0.05,bgr,0.001,3.273533633738855,2.0,0.18495611805939283,0.28613831105847437,0.28613831105847437,0.19101916036063962,0.6969170751629032,0.1340360747230782,0.011009120203380839,0.01664640014851404,0.18767808368912298,0.9742679064885752,0.08179916317991631,0.975383731819953,0.04895397489539749,0.004273402494875045,0.13312897387521366,0.000568223847947032,7,-0.0003664306091301639,-0.0003664306091301639
1101,gaussian_noise,0.4,,1.0,ridge,0.001,3.273533633738855,2.0,0.18495611805939283,0.32313094972121065,0.32313094972121065,0.21933217874492267,0.6134848111627924,0.1628021351769574,0.1393057314542186,0.2161011182446524,2.6405483451983867,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.03892768502367405,0.03892768502367405
1101,gaussian_noise,0.4,,1.0,huber,0.001,3.273533633738855,2.0,0.18495611805939283,0.32761413196575195,0.32761413196575195,0.2203598270780821,0.602685234321541,0.1608397472864087,0.14684152658740016,0.2474980215466136,2.8107746615860583,1.0,0.0,0.9489735396942127,0.14539748953974896,1.0,0.9489735396942127,0.9489735396942127,11,0.04233147026939377,0.04233147026939377
1101,gaussian_noise,0.4,,1.0,geometry,0.001,3.273533633738855,2.0,0.18495611805939283,0.3254770330725083,0.3254770330725083,0.219716625999082,0.6078518704797529,0.15943134814862536,0.1395100618997645,0.21832487936713196,2.631832407654975,0.9933388561971693,0.06317991631799164,1.0,0.0,0.9933388561971693,1.0,0.9933388561971693,1,0.040162295485232424,0.040162295485232424
1101,gaussian_noise,0.4,,1.0,bgr,0.001,3.273533633738855,2.0,0.18495611805939283,0.3296616662159814,0.3296616662159814,0.2208883369351033,0.5977034116203298,0.16468083094887453,0.14690315274617002,0.23882939929153046,2.821946601696547,0.9933388561971693,0.06317991631799164,0.948909093040307,0.14456066945606694,0.9933388561971693,0.948909093040307,0.9426269925869197,11,0.043156924548376885,0.043156924548376885
1101,realistic_cells,1.0,,0.05,ridge,0.001,3.273533633738855,2.0,0.18495611805939283,0.28854325701229966,0.28854325701229966,0.19784511074447036,0.6918009396420559,0.14268563927717948,0.03227477186984403,0.059548829248291746,0.3278963080565222,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.004339992314763064,0.004339992314763064
1101,realistic_cells,1.0,,0.05,huber,0.001,3.273533633738855,2.0,0.18495611805939283,0.28687469130342114,0.28687469130342114,0.19349287520851632,0.6953550930482968,0.14106988707381718,0.01808844226393213,0.03364944269681036,0.18471580097043758,1.0,0.0,0.9892959000530193,0.03577405857740586,1.0,0.8535828947569952,0.8535828947569952,6,0.0015920296070629503,0.0015920296070629503
1101,realistic_cells,1.0,,0.05,geometry,0.001,3.273533633738855,2.0,0.18495611805939283,0.2878002571206111,0.2878002571206111,0.1951526211646706,0.6933861233916476,0.13740601828278798,0.03699135244592486,0.06993830265939138,0.44833092680215336,0.9801818666969669,0.07719665271966528,1.0,0.0,0.31154220462654075,1.0,0.31154220462654075,1,0.002485519533335201,0.002485519533335201
1101,realistic_cells,1.0,,0.05,bgr,0.001,3.273533633738855,2.0,0.18495611805939283,0.28860516146681525,0.28860516146681525,0.19285449403883095,0.691668682582806,0.13616732798099207,0.025784236093124812,0.050326560499383,0.2903926744131657,0.9801818666969669,0.07719665271966528,0.9841386655155836,0.04184100418410042,0.31154220462654075,0.5820895780896624,0.20933698037754134,8,0.0021004197992107176,0.0021004197992107176
1202,nominal_raw,0.0,,0.0,ridge,0.31622776601683794,3.676402589769803,2.0,0.17301866916416356,0.25321137872845945,0.25321137872845945,0.18068177144602654,0.7475455783071403,0.13434610769894162,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,1,0.0,0.0
1202,nominal_raw,0.0,,0.0,huber,0.31622776601683794,3.676402589769803,2.0,0.17301866916416356,0.2530733308373049,0.2530733308373049,0.17936941483230484,0.7478207736840405,0.13025674763453698,0.0,0.0,0.0,1.0,0.0,0.9888672192078286,0.04101178781925344,,,,7,0.0,0.0
