rep,player,shapley_information,register_information_average,shapley_predictive,register_predictive_average
17,2,0.1559247630518738,0.15592476305187356,0.005450801872350289,0.005450801872350245
17,3,0.49196758405967556,0.49196758405967544,0.028047735358371566,0.028047735358371552
17,4,0.19020613714989523,0.19020613714989518,0.028029514214000205,0.028029514214000177
17,5,0.020992740582438232,0.02099274058243804,0.0021845786754035273,0.0021845786754035516
17,6,0.29880945825124605,0.298809458251246,0.023668685000591223,0.02366868500059119
17,7,0.11133757326012549,0.11133757326012525,0.04819100868959382,0.04819100868959379
18,0,0.10146706524974575,0.10146706524974575,-0.0005150618359259372,-0.0005150618359258694
18,1,0.06495290217807619,0.06495290217807623,-0.0004442740761373039,-0.000444274076137299
18,2,0.42612370125727783,0.4261237012572778,0.016041027847265216,0.016041027847265143
18,3,0.2522146433195839,0.252214643319584,0.0011108112072253393,0.0011108112072253393
18,4,0.1474205392815867,0.1474205392815867,0.026316890220912045,0.026316890220912045
18,5,0.4242388599070524,0.42423885990705257,0.0039214559889087005,0.003921455988908707
18,6,0.04267179137891953,0.04267179137891958,0.002344537451905986,0.0023445374519060064
18,7,0.028098111115220238,0.02809811111522042,-0.0023512654993603464,-0.002351265499360318
19,0,0.11605894173355523,0.11605894173355522,0.0015279344238326056,0.0015279344238326327
19,1,0.27607879190640994,0.27607879190640977,0.01348437300913201,0.013484373009132041
19,2,0.030780051374808055,0.0307800513748082,-0.0032818958751675955,-0.00328189587516764
19,3,0.24989390795098998,0.24989390795099,0.06192276668526203,0.06192276668526204
19,4,0.23592552439466224,0.23592552439466238,0.00565605545036288,0.005656055450362834
19,5,0.20926513893664284,0.20926513893664292,-0.002281744241703944,-0.0022817442417039317
19,6,0.014882702575298262,0.014882702575298168,0.0027196972220844833,0.0027196972220845054
19,7,0.159190448482506,0.15919044848250608,0.030377223988926214,0.03037722398892629
20,0,0.5556180557821164,0.5556180557821165,0.16624768269317958,0.16624768269317958
20,1,0.011132148774353241,0.011132148774353208,0.0028680233616803887,0.0028680233616807096
20,2,0.05627429172595799,0.05627429172595792,0.0008126071270036149,0.0008126071270035141
20,3,0.08022747385364788,0.08022747385364784,0.07662176932864367,0.07662176932864376
20,4,0.21123506906219977,0.21123506906219974,0.1272315575424461,0.12723155754244608
20,5,0.4408416978295131,0.4408416978295129,0.14780092285602528,0.14780092285602534
20,6,0.12990296584166908,0.1299029658416691,0.004669136485975914,0.004669136485976028
20,7,0.070997745633934,0.07099774563393399,-0.01244892215907624,-0.012448922159076236
21,0,0.013831165402984052,0.013831165402984132,0.0020556498718636127,0.002055649871863099
21,1,0.4739800128347199,0.47398001283472013,0.4721025733589779,0.47210257335897776
21,2,0.28004971191690414,0.2800497119169042,0.20116184344631868,0.20116184344631854
21,3,0.1352039120635789,0.13520391206357885,0.006782470082972806,0.0067824700829729
21,4,0.10155783825426132,0.10155783825426123,0.056827191956665205,0.05682719195666513
21,5,0.11219760143282108,0.11219760143282104,0.016865569184133445,0.016865569184133435
21,6,0.06506487723994447,0.06506487723994445,0.10109408597791336,0.10109408597791333
21,7,0.2545421397693383,0.25454213976933826,-0.014294308251377522,-0.014294308251377466
22,0,0.3710072313067394,0.37100723130673946,-0.0020639703175214684,-0.002063970317521487
22,1,0.0413153925657069,0.04131539256570706,0.007825002940003907,0.007825002940003826
22,2,0.22844620176540206,0.22844620176540203,-0.001916268504881607,-0.0019162685048816626
22,3,0.31075652136342524,0.3107565213634254,-0.00207034713119322,-0.0020703471311932526
22,4,0.0843921654950794,0.08439216549507944,0.017785336006057747,0.017785336006057723
22,5,0.17196010464861108,0.171960104648611,-0.010738955618844845,-0.010738955618844848
22,6,0.25254784151728593,0.2525478415172858,-0.0002924646532530492,-0.0002924646532530865
22,7,0.033054471633400806,0.03305447163340081,8.855843813811176e-05,8.855843813812604e-05
23,0,0.07868388846304074,0.07868388846304071,0.01296656424897797,0.01296656424897803
23,1,0.03372917035286012,0.03372917035286013,0.00871053689384274,0.008710536893842897
23,2,0.5208612933094752,0.5208612933094754,0.05924729771073204,0.059247297710732005
23,3,0.08420467145504516,0.08420467145504534,0.0023866611397581417,0.002386661139758034
23,4,0.08741769959956068,0.0874176995995608,0.027391026407330175,0.027391026407330165
23,5,0.17599503426852248,0.17599503426852275,0.057308249316939994,0.05730824931693991
23,6,0.3226040196059773,0.32260401960597757,0.04389973923235936,0.04389973923235932
23,7,0.052695304334255774,0.05269530433425592,0.003679666411352501,0.003679666411352606
24,0,0.15566189470370834,0.15566189470370836,0.011761554948297155,0.011761554948297167
24,1,0.2564132158425346,0.2564132158425344,0.01678873894449618,0.016788738944496173
24,2,0.15008721293871669,0.15008721293871638,-0.0011899783366472068,-0.001189978336647239
24,3,0.13350335969177318,0.13350335969177318,0.03174233907619878,0.031742339076198764
24,4,0.37853258298969755,0.37853258298969755,-0.021811819021905765,-0.021811819021905796
24,5,0.13441200276037857,0.1344120027603785,0.0005825930839004599,0.0005825930839004206
