seed,family,rank,q,ky,nominal_ratio,ridge_rmse,rmse,alpha,kx,scale
7505,bgr,0,0.9,1.5,1.0730647266567255,0.6957298124756799,0.7465631210511503,1.0,3.9052034134174396,0.6966446843303501
7505,bgr,1,0.9,2.0,1.0533518288512744,0.6957298124756799,0.7328482703576116,1.0,3.9052034134174396,0.6966446843303501
7505,bgr,2,0.95,2.0,0.994800019819627,0.6957298124756799,0.6921120312399117,1.0,6.798828528804464,0.6966446843303501
7505,bgr,3,0.95,3.0,1.0018199626457651,0.6957298124756799,0.6969960147459308,1.0,6.798828528804464,0.6966446843303501
7505,bgr,4,0.975,3.0,0.9995776727632715,0.6957298124756799,0.6954359868264673,1.0,8.236409068155979,0.6966446843303501
7505,bgr,5,0.99,4.0,0.9999598322654869,0.6957298124756799,0.6957018665852795,1.0,8.720900387145486,0.6966446843303501
7505,bgr,6,1.0,6.0,1.0,0.6957298124756799,0.6957298124756799,1.0,8.808490009566322,0.6966446843303501
7505,schweppe_type,0,0.9,1.5,1.0032080406665342,0.6957298124756799,0.6979617420070221,1.0,3.9052034134174396,0.6966446843303501
7505,schweppe_type,1,0.9,2.0,0.998418321231491,0.6957298124756799,0.6946293914026683,1.0,3.9052034134174396,0.6966446843303501
7505,schweppe_type,2,0.95,2.0,0.992961483455779,0.6957298124756799,0.690832906680262,1.0,6.798828528804464,0.6966446843303501
7505,schweppe_type,3,0.95,3.0,1.0,0.6957298124756799,0.6957298124756799,1.0,6.798828528804464,0.6966446843303501
7505,schweppe_type,4,0.975,3.0,1.0,0.6957298124756799,0.6957298124756799,1.0,8.236409068155979,0.6966446843303501
7505,schweppe_type,5,0.99,4.0,1.0,0.6957298124756799,0.6957298124756799,1.0,8.720900387145486,0.6966446843303501
7505,schweppe_type,6,1.0,6.0,1.0,0.6957298124756799,0.6957298124756799,1.0,8.808490009566322,0.6966446843303501
