seed,scenario,level,method,rmse,delta_rmse,rmse_all,delta_rmse_all,mean_corrupt_weight,mean_corrupt_leverage_factor,irls_iterations,alpha,kappa_x,q_geometry,kappa_y,scale
2010,gaussian_noise,0.4,huber,0.2901375777960371,0.0328078947252482,0.2901375777960371,0.0328078947252482,0.9328204460415652,,,,,,,
2010,gaussian_noise,0.4,geometry,0.2698921520948333,0.0196473776435762,0.2698921520948333,0.0196473776435762,0.9743021938692974,,,,,,,
2010,gaussian_noise,0.4,bgr,0.2839775486446336,0.0269513646391476,0.2839775486446336,0.0269513646391476,0.908258498283902,,,,,,,
1101,nominal_raw,0.0,schweppe_type,0.28623180354497224,0.0,0.28623180354497224,0.0,,,7.0,0.001,3.273533633738855,0.9,2.0,0.18495611805939283
1101,vertical_amplitude,4.0,schweppe_type,0.2880659865516986,0.0018341830067263865,0.2880659865516986,0.0018341830067263865,0.09392076254409924,0.9974189163166033,8.0,0.001,3.273533633738855,0.9,2.0,0.18495611805939283
1101,leverage_amplitude,50.0,schweppe_type,0.28490699999436014,-0.001324803550612097,0.28490699999436014,-0.001324803550612097,0.21854353282502223,0.06536747236725711,12.0,0.001,3.273533633738855,0.9,2.0,0.18495611805939283
1101,mixed_amplitude,50.0,schweppe_type,0.28703183351822087,0.0008000299732486282,0.28703183351822087,0.0008000299732486282,0.020636930462890394,0.06536747236725711,12.0,0.001,3.273533633738855,0.9,2.0,0.18495611805939283
1101,gaussian_noise,0.4,schweppe_type,0.3290384750402629,0.04280667149529066,0.3290384750402629,0.04280667149529066,0.9487949811105428,0.9964023366316145,11.0,0.001,3.273533633738855,0.9,2.0,0.18495611805939283
1202,nominal_raw,0.0,schweppe_type,0.25318628935012344,0.0,0.25318628935012344,0.0,,,7.0,0.31622776601683794,3.676402589769803,0.9,2.0,0.17301866916416356
1202,vertical_amplitude,4.0,schweppe_type,0.25352589546606574,0.0003396061159423036,0.25352589546606574,0.0003396061159423036,0.08690601366025955,0.9932831038329902,10.0,0.31622776601683794,3.676402589769803,0.9,2.0,0.17301866916416356
1202,leverage_amplitude,50.0,schweppe_type,0.2538088118952391,0.0006225225451156335,0.2538088118952391,0.0006225225451156335,0.2242696942692176,0.07346448693254039,12.0,0.31622776601683794,3.676402589769803,0.9,2.0,0.17301866916416356
1202,mixed_amplitude,50.0,schweppe_type,0.2569753952608294,0.00378910591070597,0.2569753952608294,0.00378910591070597,0.03017404797108778,0.07346448693254039,12.0,0.31622776601683794,3.676402589769803,0.9,2.0,0.17301866916416356
1202,gaussian_noise,0.4,schweppe_type,0.2676629843538556,0.014476695003732165,0.2676629843538556,0.014476695003732165,0.928513565125787,0.9829117686569051,12.0,0.31622776601683794,3.676402589769803,0.9,2.0,0.17301866916416356
1303,nominal_raw,0.0,schweppe_type,0.27070094998493344,0.0,0.27070094998493344,0.0,,,9.0,0.001,4.526603196808532,0.9,2.0,0.16994263832051426
1303,vertical_amplitude,4.0,schweppe_type,0.27119211892602146,0.0004911689410880271,0.27119211892602146,0.0004911689410880271,0.08609193719678253,0.9962408977021441,9.0,0.001,4.526603196808532,0.9,2.0,0.16994263832051426
1303,leverage_amplitude,50.0,schweppe_type,0.27459141369462226,0.0038904637096888184,0.27459141369462226,0.0038904637096888184,0.24530121993894652,0.09035789753534647,12.0,0.001,4.526603196808532,0.9,2.0,0.16994263832051426
1303,mixed_amplitude,50.0,schweppe_type,0.27836294690991803,0.007661996924984593,0.27836294690991803,0.007661996924984593,0.050343644647051024,0.09035789753534647,12.0,0.001,4.526603196808532,0.9,2.0,0.16994263832051426
1303,gaussian_noise,0.4,schweppe_type,0.2977638274517539,0.027062877466820456,0.2977638274517539,0.027062877466820456,0.9325233096779503,0.9972506834703363,12.0,0.001,4.526603196808532,0.9,2.0,0.16994263832051426
1404,nominal_raw,0.0,schweppe_type,0.25776817198119917,0.0,0.2598685244970793,0.0,,,9.0,1.0,3.1797529976362253,0.9,2.0,0.17516022971827042
1404,vertical_amplitude,4.0,schweppe_type,0.25841817559784624,0.0006500036166470768,0.2625066007119311,0.0026380762148517922,0.08871885266891474,0.9989972916623941,11.0,1.0,3.1797529976362253,0.9,2.0,0.17516022971827042
1404,leverage_amplitude,50.0,schweppe_type,0.254706923761972,-0.003061248219227153,0.2607083819889524,0.0008398574918730972,0.1557875033154731,0.06347697775151497,12.0,1.0,3.1797529976362253,0.9,2.0,0.17516022971827042
1404,mixed_amplitude,50.0,schweppe_type,0.25551733917942976,-0.002250832801769409,0.26497869123536477,0.00511016673828546,0.016732279758628767,0.06347697775151497,12.0,1.0,3.1797529976362253,0.9,2.0,0.17516022971827042
1404,gaussian_noise,0.4,schweppe_type,0.28792200817815405,0.030153836196954886,0.2883015254687774,0.028433000971698097,0.9225574528748824,0.9957805106293175,12.0,1.0,3.1797529976362253,0.9,2.0,0.17516022971827042
1505,nominal_raw,0.0,schweppe_type,0.25823885488022674,0.0,0.25823885488022674,0.0,,,7.0,0.001,3.7263716419828947,0.9,2.0,0.18374176192431196
1505,vertical_amplitude,4.0,schweppe_type,0.25993745828767356,0.0016986034074468193,0.25993745828767356,0.0016986034074468193,0.09165846695850273,0.9937298018202958,8.0,0.001,3.7263716419828947,0.9,2.0,0.18374176192431196
1505,leverage_amplitude,50.0,schweppe_type,0.25900926260645873,0.0007704077262319919,0.25900926260645873,0.0007704077262319919,0.25544578342441093,0.07450983817135605,12.0,0.001,3.7263716419828947,0.9,2.0,0.18374176192431196
1505,mixed_amplitude,50.0,schweppe_type,0.2592729090713838,0.0010340541911570411,0.2592729090713838,0.0010340541911570411,0.031673983725546966,0.07450983817135605,12.0,0.001,3.7263716419828947,0.9,2.0,0.18374176192431196
1505,gaussian_noise,0.4,schweppe_type,0.28929642064734945,0.031057565767122708,0.28929642064734945,0.031057565767122708,0.9453789857226537,0.9820680820026371,12.0,0.001,3.7263716419828947,0.9,2.0,0.18374176192431196
1606,nominal_raw,0.0,schweppe_type,0.258508514613696,0.0,0.258508514613696,0.0,,,6.0,0.1,3.6949558048601654,0.9,2.0,0.1802940957344088
1606,vertical_amplitude,4.0,schweppe_type,0.2598820701034135,0.001373555489717515,0.2598820701034135,0.001373555489717515,0.09039873936501241,0.9980009878845912,8.0,0.1,3.6949558048601654,0.9,2.0,0.1802940957344088
1606,leverage_amplitude,50.0,schweppe_type,0.2707033380108248,0.012194823397128796,0.2707033380108248,0.012194823397128796,0.1973722934788916,0.07383182291455215,12.0,0.1,3.6949558048601654,0.9,2.0,0.1802940957344088
1606,mixed_amplitude,50.0,schweppe_type,0.27176317794243876,0.013254663328742755,0.27176317794243876,0.013254663328742755,0.011964632975657245,0.07383182291455215,12.0,0.1,3.6949558048601654,0.9,2.0,0.1802940957344088
1606,gaussian_noise,0.4,schweppe_type,0.27536766662009127,0.01685915200639526,0.27536766662009127,0.01685915200639526,0.9170914452905752,0.9885075680265617,12.0,0.1,3.6949558048601654,0.9,2.0,0.1802940957344088
1707,nominal_raw,0.0,schweppe_type,0.2714292529179028,0.0,0.2712612556201537,0.0,,,12.0,1.0,3.5791016766354815,0.9,2.0,0.18058074839062574
1707,vertical_amplitude,4.0,schweppe_type,0.27220229524827266,0.0007730423303698442,0.27201828959150776,0.0007570339713540708,0.0903650509264458,0.9928928648752675,12.0,1.0,3.5791016766354815,0.9,2.0,0.18058074839062574
1707,leverage_amplitude,50.0,schweppe_type,0.27056025210556023,-0.0008690008123425907,0.27059723526484813,-0.0006640203553055501,0.23409094391656537,0.0714063066921199,12.0,1.0,3.5791016766354815,0.9,2.0,0.18058074839062574
1707,mixed_amplitude,50.0,schweppe_type,0.27162374726531946,0.0001944943474166405,0.27344199857745866,0.002180742957304971,0.008724464592070406,0.0714063066921199,12.0,1.0,3.5791016766354815,0.9,2.0,0.18058074839062574
1707,gaussian_noise,0.4,schweppe_type,0.3203681583542377,0.04893890543633489,0.3201206849536686,0.04885942933351489,0.93684112351435,0.9840247018418796,12.0,1.0,3.5791016766354815,0.9,2.0,0.18058074839062574
1808,nominal_raw,0.0,schweppe_type,0.2507370211590956,0.0,0.2507370211590956,0.0,,,9.0,1.0,3.623430046393742,0.9,2.0,0.17894924601163414
1808,vertical_amplitude,4.0,schweppe_type,0.2516579161763191,0.0009208950172235331,0.2516579161763191,0.0009208950172235331,0.08927377043443518,0.9932298853547598,8.0,1.0,3.623430046393742,0.9,2.0,0.17894924601163414
1808,leverage_amplitude,50.0,schweppe_type,0.25319535977211255,0.002458338613016975,0.25319535977211255,0.002458338613016975,0.19041517651071535,0.07226924632436175,12.0,1.0,3.623430046393742,0.9,2.0,0.17894924601163414
1808,mixed_amplitude,50.0,schweppe_type,0.2569108016948656,0.0061737805357700015,0.2569108016948656,0.0061737805357700015,0.011416984334747688,0.07226924632436175,12.0,1.0,3.623430046393742,0.9,2.0,0.17894924601163414
1808,gaussian_noise,0.4,schweppe_type,0.27116795316760745,0.02043093200851187,0.27116795316760745,0.02043093200851187,0.9422222828791832,0.9826675538525238,12.0,1.0,3.623430046393742,0.9,2.0,0.17894924601163414
1909,nominal_raw,0.0,schweppe_type,0.23061197764981176,0.0,0.23061197764981176,0.0,,,9.0,1.0,3.072436911197883,0.9,2.0,0.1847134055829229
1909,vertical_amplitude,4.0,schweppe_type,0.23302446525572962,0.0024124876059178624,0.23302446525572962,0.0024124876059178624,0.0923707718666878,0.9973088920084175,8.0,1.0,3.072436911197883,0.9,2.0,0.1847134055829229
1909,leverage_amplitude,50.0,schweppe_type,0.23049568255449246,-0.00011629509531929649,0.23049568255449246,-0.00011629509531929649,0.1441334224863325,0.06137827678982978,12.0,1.0,3.072436911197883,0.9,2.0,0.1847134055829229
1909,mixed_amplitude,50.0,schweppe_type,0.23206098163222352,0.0014490039824117673,0.23206098163222352,0.0014490039824117673,0.09733403993370235,0.06137827678982978,12.0,1.0,3.072436911197883,0.9,2.0,0.1847134055829229
1909,gaussian_noise,0.4,schweppe_type,0.24240389377039276,0.011791916120581003,0.24240389377039276,0.011791916120581003,0.9410011544582555,0.9953797697335831,10.0,1.0,3.072436911197883,0.9,2.0,0.1847134055829229
2010,nominal_raw,0.0,schweppe_type,0.257016356555735,0.0,0.257016356555735,0.0,,,12.0,1.0,3.9695393912336336,0.9,2.0,0.17689161006145004
2010,vertical_amplitude,4.0,schweppe_type,0.25782178284102314,0.0008054262852881244,0.25782178284102314,0.0008054262852881244,0.0887763415834438,0.9948955479210373,12.0,1.0,3.9695393912336336,0.9,2.0,0.17689161006145004
2010,leverage_amplitude,50.0,schweppe_type,0.2550383190849818,-0.0019780374707532022,0.2550383190849818,-0.0019780374707532022,0.18704860257438324,0.07928666995052837,12.0,1.0,3.9695393912336336,0.9,2.0,0.17689161006145004
2010,mixed_amplitude,50.0,schweppe_type,0.2562513715571797,-0.0007649849985553181,0.2562513715571797,-0.0007649849985553181,0.06899216889952432,0.07928666995052837,12.0,1.0,3.9695393912336336,0.9,2.0,0.17689161006145004
2010,gaussian_noise,0.4,schweppe_type,0.2872139961491032,0.030197639593368186,0.2872139961491032,0.030197639593368186,0.9316933279495252,0.9856022615043367,12.0,1.0,3.9695393912336336,0.9,2.0,0.17689161006145004
