seed,corruption_magnitude,group,count,median_information,median_abs_global_surprise,median_abs_local_surprise,median_global_influence,median_local_influence,mean_global_weight,mean_local_weight,median_local_radius_ratio
6,1.5,ordinary_clean,10527,0.0001864660006008,0.7157778123393699,0.6702203823632268,0.0001816261267623,0.0001633008966379,0.9938298460349152,0.9953353818160936,1.0053990562593706
6,1.5,rare_clean,619,0.0008561520620197,0.856180725275683,0.7434889682749275,0.00144736762302,0.0011177155725092,0.9789685614323091,0.98758854334002,2.7256235001606064
6,1.5,duplicate_group,2476,0.0001614027967497,0.6531216399044633,0.5942661083472133,0.000131773844734,0.000106259241722,0.9899675036421482,0.9960392797595844,0.911666996137728
6,1.5,corrupted,619,0.0001916579267115,3.4017697434490084,3.9854116043062495,0.0042204253925772,0.0061733659254417,0.8464914951151298,0.7594566116484397,1.0182234170471325
7,1.5,ordinary_clean,10527,0.0001865121179703,0.6964666624528024,0.6802506925487387,0.0001705817651199,0.0001727744164553,0.9926747324403704,0.9921882826446052,1.00056416033323
7,1.5,rare_clean,619,0.0008587298256711,0.8793611604254169,0.7368122026817878,0.0013838466712481,0.0010778990343769,0.980953102453714,0.98475223877962,2.692804893957069
7,1.5,duplicate_group,2476,0.0001633384349738,0.7435726338551107,0.6863567880389585,0.0001623872653746,0.0001413642118271,0.9936973085809794,0.9963040855392362,0.9184896671225268
7,1.5,corrupted,619,0.0001938943762101,3.482597375904805,4.513898979159289,0.0043378515877689,0.0072167950592384,0.8430911419158245,0.6823823168738173,0.994891995803346
8,1.5,ordinary_clean,10527,0.000184056707051,0.7011237305736798,0.678629209086515,0.0001715201870145,0.0001627355510326,0.993048051041638,0.9919614515810288,1.0064630017443037
8,1.5,rare_clean,619,0.0008463288329108,0.9244371295560876,0.7827213304579441,0.0014045916105476,0.0011319311473472,0.9788063021595628,0.9810041171721282,2.69880785639532
8,1.5,duplicate_group,2476,0.0001580185238513,0.7394374501110907,0.6404666426760877,0.0001555965735837,0.0001213856140935,0.993589362861798,0.9939246696955706,0.9041702165516372
8,1.5,corrupted,619,0.0001853673814982,3.340070570828359,4.290993635268274,0.0038456798848679,0.006733526282738,0.8578979222059091,0.7085423016320813,1.0100758698636845
9,1.5,ordinary_clean,10527,0.000188498170199,0.7013949208533198,0.6519510357224036,0.0001780356646711,0.0001569167312238,0.9934477084153664,0.9944956940754724,0.996819874979967
9,1.5,rare_clean,619,0.0008908884065214,0.9094454784550916,0.7661326104183466,0.0016821298728512,0.0012253857410446,0.9752304800048764,0.9877345760823388,2.7241386090971584
9,1.5,duplicate_group,2476,0.000174907150409,0.7199025347723814,0.6477454703941508,0.0001633075108677,0.0001423482679359,0.9924043603963734,0.9943821546181868,0.9400338614612018
